DESCRIPTION,DATE_OF_VAC_ORDER,BLDG_TX_BORO,AKA_ADDRESS,BLDG_COMMUNITY_DIST,COUNCIL_DISTRICT,BIN,BBL,LST_COMPL_INSP_DATE,STATUS_CHANGE_DATE,OCPCY_DESC,lat,lon,Year Built,Building Age Category,Count
Dismissal,05/10/2011,BK,"302 5 STREET, BK",306.0,39.0,3021334,3009870024,01/23/2012,02/15/2012,Residential,40.672007,-73.9856812,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,05/10/2011,BK,"353 CORNELIA STREET, BK ;440 IRVING AVENUE, BK",304.0,37.0,3077349,3033780042,07/14/2015,07/20/2015,Residential,40.696154,-73.9098367,1931.0,1920 to 1939 (Pre-war late),1
Rescinded,05/11/2011,BK,"2895 FULTON STREET, BK",305.0,37.0,3087603,3039370044,01/16/2013,01/31/2013,Residential,40.6791253,-73.88786,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,05/17/2011,BX,"1129 FOREST AVENUE, BX",203.0,16.0,2004633,2026510035,10/03/2014,12/09/2019,Residential,40.8276488,-73.9025365,1902.0,1900 to 1919 (Pre-war mid),1
Rescinded,05/17/2011,BX,"1131 FOREST AVENUE, BX",203.0,16.0,2004632,2026510034,10/03/2014,,Residential,40.8277009,-73.9025148,1902.0,1900 to 1919 (Pre-war mid),1
Rescinded,05/17/2011,BX,"1133 FOREST AVENUE, BX",203.0,16.0,2004631,2026510033,10/03/2014,,Residential,40.827753,-73.902493,1902.0,1900 to 1919 (Pre-war mid),1
Dismissal,05/20/2011,BK,"259 TOMPKINS AVENUE, BK",303.0,36.0,3050207,3017950005,08/24/2012,08/29/2012,Residential,40.6894761,-73.9448264,1899.0,Pre 1900,1
Dismissal,05/24/2011,BX,"1165 GERARD AVENUE, BX",204.0,16.0,2003003,2024880041,03/13/2015,07/29/2014,Residential,40.8344589,-73.9212024,1924.0,1920 to 1939 (Pre-war late),1
Dismissal,05/24/2011,QN,"173-01 91 AVENUE, QN",412.0,27.0,4209899,4098100017,03/31/2015,05/15/2018,Residential,40.7091594,-73.7872692,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,06/01/2011,BK,"650 MARCY AVENUE, BK",303.0,36.0,3049457,3017740048,07/05/2013,07/29/2013,Residential,40.6921349,-73.9488377,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,06/01/2011,QN,"134-06 140 STREET, QN",412.0,28.0,4262514,4120850060,01/09/2014,01/29/2014,Residential,40.668288,-73.7985347,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,06/02/2011,BK,"309 EAST 94 STREET, BK",317.0,41.0,3101195,3046490057,02/15/2012,,Residential,40.6588802,-73.9213629,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,06/02/2011,BX,"1233 BOYNTON AVENUE, BX",209.0,18.0,2025209,2037730061,06/12/2014,,Residential,40.8298248,-73.8787999,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,06/11/2011,MN,"82 WEST 105 STREET, MN ;909-917 COLUMBUS AVENUE, MN",107.0,7.0,1055509,1018400064,06/28/2014,,Residential,40.7982717,-73.9632827,1900.0,1900 to 1919 (Pre-war mid),1
Rescinded,06/18/2011,BX,"2686 THIRD AVENUE, BX ;2686 3 AVENUE, BX ;331-339 EAST 143 STREET, BX",201.0,8.0,2000650,2023060001,05/08/2017,04/03/2015,Mercantile,40.8131855,-73.9224342,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,06/24/2011,BK,"309 EAST 94 STREET, BK",317.0,41.0,3101195,3046490057,01/18/2012,,Residential,40.6588802,-73.9213629,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,06/27/2011,BK,"631 PROSPECT PLACE, BK",308.0,35.0,3030912,3012240074,05/04/2015,,Residential,40.6751531,-73.9555634,1905.0,1900 to 1919 (Pre-war mid),1
,07/01/2011,QN,"146-50 SHORE AVENUE, QN",412.0,28.0,4215592,4100910005,05/25/2018,09/18/2013,Residential,40.6930915,-73.8010597,1915.0,1900 to 1919 (Pre-war mid),1
Dismissal,07/06/2011,BX,"669 JEFFERSON PLACE, BX",203.0,16.0,2009791,2029350063,08/07/2013,09/30/2013,Residential,40.833154,-73.8986474,1899.0,Pre 1900,1
Dismissal,07/07/2011,BX,"1209 TINTON AVENUE, BX",203.0,17.0,2004766,2026630054,10/23/2017,02/21/2018,Residential,40.8295657,-73.9006041,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,07/17/2011,BX,"1989 MORRIS AVENUE, BX",205.0,14.0,2007933,2028290018,08/31/2015,04/27/2015,Residential,40.851614,-73.9073415,1906.0,1900 to 1919 (Pre-war mid),1
Dismissal,07/17/2011,BX,"1991 MORRIS AVENUE, BX",205.0,14.0,2007932,2028290017,09/01/2015,04/27/2015,Residential,40.8516579,-73.907298,1906.0,1900 to 1919 (Pre-war mid),1
Dismissal,07/19/2011,QN,"106-08 169 STREET, QN ;168-30 106 AVENUE, QN",412.0,27.0,4532397,4102370022,04/09/2015,03/05/2018,Residential,40.7003856,-73.7879248,2006.0,Post 2000,1
Dismissal,07/25/2011,BK,"476 EAST 95 STREET, BK",317.0,42.0,3102589,3046910026,01/18/2012,05/22/2012,Residential,40.6557236,-73.9173697,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,07/29/2011,QN,"13-15 CORNAGA AVENUE, QN",414.0,31.0,4298269,4155620031,04/12/2013,04/29/2013,Residential,40.6028375,-73.7479946,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,08/12/2011,BX,"1702-1708 CLAY AVENUE, BX ;300 EAST 174 STREET, BX",204.0,15.0,2009330,2028890015,06/25/2014,,Residential,40.844396,-73.9046047,1913.0,1900 to 1919 (Pre-war mid),1
Dismissal,09/02/2011,QN,"74-25 88 ROAD, QN",409.0,30.0,4182812,4088960024,05/16/2013,,Residential,40.6887889,-73.8664971,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,09/19/2011,MN,"520-526 WEST 136 STREET, MN",109.0,7.0,1059807,1019880123,08/01/2013,08/01/2013,Residential,40.8200502,-73.9534615,1926.0,1920 to 1939 (Pre-war late),1
Dismissal,09/20/2011,BK,"68-70 WILLOUGHBY STREET, BK",302.0,33.0,3000409,3001520028,05/08/2015,,Mercantile,40.6919588,-73.9858031,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,10/03/2011,BK,"1345 MYRTLE AVENUE, BK ;134 STOCKHOLM STREET, BK",304.0,37.0,3074114,3032560010,04/22/2015,,Residential,40.698475,-73.9234909,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,10/17/2011,BK,"1126 60 STREET, BK",312.0,44.0,3141236,3057170017,09/10/2015,09/16/2015,Residential,40.6309048,-74.0024787,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,10/20/2011,BX,"2932 HOLLAND AVENUE, BX ; WILLIAMSBRIDGE ROAD, BX",211.0,15.0,2054854,2045480018,09/15/2015,06/01/2015,Residential,40.8688996,-73.8650581,1935.0,1920 to 1939 (Pre-war late),1
Rescinded,11/01/2011,BX,"2592 3 AVENUE, BX ;2592 THIRD AVENUE, BX",201.0,8.0,2000704,2023140052,01/09/2014,,Residential,40.8116587,-73.9256077,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,11/03/2011,BX,"719 CAULDWELL AVENUE, BX",201.0,17.0,2004447,2026240056,08/08/2014,,Residential,40.8182563,-73.9092919,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,11/11/2011,BX,"2922 GRAND CONCOURSE, BX",207.0,11.0,2017622,2033200060,04/11/2012,04/24/2012,Residential,40.8713725,-73.8880998,1927.0,1920 to 1939 (Pre-war late),1
Dismissal,11/14/2011,BK,"83 HUNBLDT STREET, BK ;83 HUMBOLDT STREET, BK",301.0,34.0,3071459,3030970023,01/12/2015,,Unknown,40.7042193,-73.9412652,2019.0,Post 2000,1
Dismissal,11/16/2011,BK,"176 SUYDAM STREET, BK",304.0,34.0,3073123,3032180021,05/21/2015,,Residential,40.6995306,-73.9259096,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,11/16/2011,BX,"413 EAST 158 STREET, BX",201.0,17.0,2001463,2023800033,02/15/2013,03/09/2013,Residential,40.8222865,-73.9140773,1925.0,1920 to 1939 (Pre-war late),1
Dismissal,11/21/2011,QN,"90-16 150 STREET, QN",412.0,24.0,4206822,4096790063,02/23/2012,03/09/2012,Residential,40.7032214,-73.8052601,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,11/25/2011,BX,"2443 MORRIS AVENUE, BX",205.0,14.0,2014029,2031840050,08/31/2015,04/23/2015,Residential,40.86181,-73.9000968,0.0,Pre 1900,1
Rescinded,11/25/2011,BX,"456 EAST 182 STREET, BX",206.0,15.0,2011317,2030370066,05/03/2012,05/05/2012,Residential,40.8542408,-73.8946643,1899.0,Pre 1900,1
Dismissal,12/05/2011,BX,"2027 MORRIS AVENUE, BX",205.0,14.0,2007950,2028290057,09/01/2015,04/21/2015,Residential,40.8526727,-73.9063749,1899.0,Pre 1900,1
Dismissal,12/27/2011,BK,"946 BEDFORD AVENUE, BK",303.0,33.0,3055242,3019280046,03/29/2012,04/25/2012,Residential,40.6923108,-73.95601,1901.0,1900 to 1919 (Pre-war mid),1
Rescinded,12/28/2011,BK,"1193 ATLANTIC AVENUE, BK ;20 HERKIMER PLACE, BK",303.0,36.0,3053926,3018660008,09/23/2013,08/13/2013,Factory/Industrial,40.6788596,-73.951487,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,01/04/2012,BK,"1655 EAST 4 STREET, BK ;1655A EAST 4 STREET, BK",312.0,44.0,3174931,3066110069,09/30/2015,10/08/2015,Residential,40.6102518,-73.9698834,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,01/15/2012,BX,"3034 GRAND CONCOURSE, BX ;200-210 EAST 203 STREET, BX",207.0,11.0,2017235,2033080001,05/04/2012,03/20/2013,Residential,40.8736956,-73.8863748,1923.0,1920 to 1939 (Pre-war late),1
Rescinded,01/18/2012,BX,"456 EAST 182 STREET, BX",206.0,15.0,2011317,2030370066,04/18/2012,05/18/2012,Residential,40.8542408,-73.8946643,1899.0,Pre 1900,1
Dismissal,01/19/2012,BK,"309 LINCOLN ROAD, BK",309.0,40.0,3035379,3013290068,06/14/2012,04/03/2015,Residential,40.6616887,-73.9524366,1905.0,1900 to 1919 (Pre-war mid),1
Dismissal,01/23/2012,BX,"1328 TAYLOR AVENUE, BX",209.0,18.0,2027937,2038780019,01/23/2012,03/21/2012,Residential,40.833076,-73.8653367,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,01/30/2012,BK,"541 LEXINGTON AVENUE, BK",303.0,36.0,3050544,3018010056,05/22/2015,06/02/2015,Residential,40.6891608,-73.9400705,1899.0,Pre 1900,1
Dismissal,02/03/2012,BX,"1702-1708 CLAY AVENUE, BX ;300 EAST 174 STREET, BX",204.0,15.0,2009330,2028890015,06/25/2014,07/07/2014,Residential,40.844396,-73.9046047,1913.0,1900 to 1919 (Pre-war mid),1
Dismissal,02/06/2012,BX,"1702-1708 CLAY AVENUE, BX ;300 EAST 174 STREET, BX",204.0,15.0,2009330,2028890015,06/25/2014,07/07/2014,Residential,40.844396,-73.9046047,1913.0,1900 to 1919 (Pre-war mid),1
Dismissal,02/06/2012,BX,"1950 MATTHEWS AVENUE, BX ;1942 BRONXDALE AVENUE, BX",211.0,13.0,2048082,2042630029,02/17/2012,03/12/2012,Residential,40.8494396,-73.8626324,1970.0,1960 to 1979,1
Dismissal,02/21/2012,BK,"539 3 AVENUE, BK ;539 THIRD AVENUE, BK ;539A 3 AVENUE, BK",306.0,39.0,3023336,3010330004,03/26/2012,04/16/2012,Residential,40.6686097,-73.9930536,1899.0,Pre 1900,1
Rescinded,02/24/2012,BX,"248 ECHO PLACE, BX",205.0,15.0,2007708,2028090028,05/23/2017,05/25/2015,Residential,,,,Unknown,1
Dismissal,02/25/2012,QN,"253-23 148 AVENUE, QN",413.0,31.0,4289993,4136510052,04/03/2014,04/04/2014,Residential,40.655392,-73.7357153,1960.0,1960 to 1979,1
Dismissal,03/05/2012,BX,"461 WILLIS AVENUE, BX",201.0,8.0,2000664,2023070016,06/17/2013,07/11/2013,Residential,40.8141168,-73.9196441,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,03/19/2012,BX,"727  PROSPECT AVENUE, BX ;727 PROSPECT AVENUE, BX",201.0,17.0,2004959,2026750054,09/08/2014,09/08/2014,Residential,40.8170601,-73.903094,1925.0,1920 to 1939 (Pre-war late),1
Dismissal,03/26/2012,BK,"64 STANHOPE ST, BK ;64 STANHOPE STREET, BK",304.0,34.0,3338471,3032650021,07/26/2013,,Residential,,,,Unknown,1
Dismissal,03/26/2012,BX,"1309 HARROD AVENUE, BX",209.0,18.0,2027572,2038680063,02/14/2013,04/21/2015,Residential,40.8322603,-73.8746001,1927.0,1920 to 1939 (Pre-war late),1
Dismissal,03/30/2012,BX,"432 EAST 142 STREET, BX",201.0,8.0,2000382,2022860027,02/25/2013,04/03/2015,Assembly,40.8109743,-73.9200236,1910.0,1900 to 1919 (Pre-war mid),1
Rescinded,04/09/2012,BK,"95 COOPER STREET, BK ;95 COOPER AVENUE, BK",304.0,37.0,3079678,3034330041,01/30/2014,10/01/2013,Residential,40.6862723,-73.9091361,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,04/10/2012,BK,"26 REID AVENUE, BK ;26 MALCOLM X BOULEVARD, BK",303.0,36.0,3043280,3016030039,07/19/2012,06/25/2015,Assembly,40.6933116,-73.9314699,1899.0,Pre 1900,1
Dismissal,04/13/2012,BX,"1460 BRYANT AVENUE, BX",203.0,17.0,2010842,2030000004,03/05/2013,03/09/2013,Residential,40.8316974,-73.8876462,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,04/13/2012,BX,"269 ALEXANDER AVENUE, BX",201.0,8.0,2000695,2023140025,07/02/2015,07/02/2015,Residential,40.810673,-73.9250525,1888.0,Pre 1900,1
Dismissal,04/16/2012,BX,"2094 VALENTINE AVENUE, BX",205.0,15.0,2013386,2031440066,04/29/2013,04/27/2015,Residential,40.8528591,-73.89955,0.0,Pre 1900,1
Rescinded,04/17/2012,BK,"51 NOLL STREET, BK ;69 NOLL STREET, BK ;49 NOLL STREET, BK ;53 NOLL STREET, BK ;55 NOLL STREET, BK ;910-936 FLUSHING AVENUE, BK ;61 NOLL STREET, BK ;47 NOLL STREET, BK ;43 NOLL STREET, BK ;20-74 EVERGREEN AVENUE, BK ;45 NOLL STREET, BK ;60-108 STANWIX STREET, BK ;65 NOLL STREET, BK ;57 NOLL STREET, BK ;63 NOLL STREET, BK ;67 NOLL STREET, BK",304.0,34.0,3071838,3031400001,03/01/2013,03/13/2013,Storage,40.7015695,-73.9342528,1988.0,1980 to 1999,1
Dismissal,04/19/2012,BK,"125 MELROSE STREET, BK ;76-92 EVERGREEN AVENUE, BK ;113-115 MELROSE STREET, BK ;32-36 STANWIX STREET, BK",304.0,34.0,3259586,3031520003,06/17/2013,06/12/2013,Storage,,,,Unknown,1
Dismissal,04/23/2012,QN,"25-62 STEINWAY STREET, QN",401.0,22.0,4010290,4006540089,06/01/2012,07/05/2012,Residential,40.7665651,-73.9131817,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,05/02/2012,BX,"882 IRVINE STREET, BX",202.0,17.0,2006339,2027610053,09/23/2015,12/01/2013,Residential,40.819163,-73.8883719,1899.0,Pre 1900,1
,05/07/2012,BK,"70A LINDEN STREET, BK",304.0,34.0,3076242,3033310008,01/04/2013,,Residential,40.6919102,-73.9205162,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,05/11/2012,BK,"145 BOERUM STREET, BK ;132 GRAHAM AVENUE, BK",301.0,34.0,3338419,3030710001,08/10/2015,,Residential,40.7060288,-73.9426667,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,05/23/2012,BK,"96-98 NORTH 6 STREET, BK",301.0,33.0,3329960,3023340111,02/05/2014,12/13/2013,Storage,40.7184756,-73.9606968,0.0,Pre 1900,1
Dismissal,05/31/2012,BX,"757 COSTER STREET, BX",202.0,17.0,2006501,2027630086,09/23/2013,10/10/2012,Residential,40.8160447,-73.8881387,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,06/04/2012,BX,"2400-2418 WEBB AVENUE, BX ; FATHER ZEISER PLACE, BX ;2430 DEVOE TERRACE, BX",207.0,14.0,2014757,2032190055,06/29/2015,07/20/2012,Residential,40.863995,-73.9068542,1963.0,1960 to 1979,1
Dismissal,06/06/2012,BX,"1699 TOPPING AVENUE, BX ;1699 TOPPING AVE., BX",204.0,15.0,2007352,2027910050,09/23/2015,05/04/2015,Residential,40.8441584,-73.9060869,2021.0,Post 2000,1
Dismissal,06/06/2012,BX,"993 MORRIS AVENUE, BX",204.0,16.0,2002523,2024470059,08/07/2013,06/06/2015,Residential,40.8287415,-73.9170573,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,06/27/2012,BK,"51 NOLL STREET, BK ;69 NOLL STREET, BK ;49 NOLL STREET, BK ;53 NOLL STREET, BK ;55 NOLL STREET, BK ;910-936 FLUSHING AVENUE, BK ;61 NOLL STREET, BK ;47 NOLL STREET, BK ;43 NOLL STREET, BK ;20-74 EVERGREEN AVENUE, BK ;45 NOLL STREET, BK ;60-108 STANWIX STREET, BK ;65 NOLL STREET, BK ;57 NOLL STREET, BK ;63 NOLL STREET, BK ;67 NOLL STREET, BK",304.0,34.0,3071838,3031400001,06/03/2013,06/21/2013,Storage,40.7015695,-73.9342528,1988.0,1980 to 1999,1
Dismissal,06/28/2012,BX,"1233 BOYNTON AVENUE, BX",209.0,18.0,2025209,2037730061,06/12/2014,07/07/2014,Residential,40.8298248,-73.8787999,1930.0,1920 to 1939 (Pre-war late),1
Rescinded,06/28/2012,BX,"2250 AQUEDUCT AVENUE, BX ;2250 AQUEDUCT AVENUE EAST, BX ; BUCHANAN PLACE, BX",205.0,14.0,2014523,2032080031,10/16/2012,10/20/2012,Residential,40.8588707,-73.9069337,2023.0,Post 2000,1
Dismissal,07/02/2012,BK,"1423 ST MARK'S AVENUE, BK ;1423 ST MARKS AVENUE, BK",316.0,41.0,3039010,3014510063,02/06/2013,02/19/2013,Residential,40.6738856,-73.9208838,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,07/02/2012,BX,"1536 JESUP AVENUE, BX",204.0,16.0,2008706,2028720279,08/31/2015,03/30/2015,Residential,40.8441951,-73.9181946,1935.0,1920 to 1939 (Pre-war late),1
Dismissal,07/07/2012,BK,"64 WASHINGTON AVENUE, BK",302.0,35.0,3319495,3018740043,07/28/2015,07/30/2015,Storage,40.6967997,-73.9678933,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,07/17/2012,BX,"1216 OLMSTEAD AVENUE, BX ;2100 ELLIS AVENUE, BX",209.0,18.0,2092865,2038120009,11/29/2017,02/09/2018,Residential,40.8321592,-73.8539412,1936.0,1920 to 1939 (Pre-war late),1
Dismissal,07/23/2012,BX,"935 EAST 169 STREET, BX",203.0,17.0,2005713,2027190075,08/27/2012,08/15/2012,Residential,40.8272645,-73.8932761,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,07/23/2012,BX,"935 EAST 169 STREET, BX",203.0,17.0,2005713,2027190075,07/03/2015,07/03/2015,Residential,40.8272645,-73.8932761,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,08/12/2012,BX,"1234 INTERVALE AVENUE, BX",203.0,17.0,2010459,2029740009,02/26/2013,06/12/2019,Residential,40.8288656,-73.89426,1925.0,1920 to 1939 (Pre-war late),1
Rescinded,08/29/2012,BK,"67 FT GREENE PLACE, BK ;67 FORT GREENE PLACE, BK",302.0,35.0,3058750,3020980010,11/14/2012,11/23/2012,Residential,40.6879883,-73.9764325,1900.0,1900 to 1919 (Pre-war mid),1
Rescinded,09/14/2012,BK,"3042 BRIGHTON 14 STREET, BK",313.0,48.0,3245629,3087160044,04/01/2015,04/01/2015,Residential,40.5788933,-73.9555555,1931.0,1920 to 1939 (Pre-war late),1
,09/26/2012,BK,"921 MONTGOMERY STREET, BK ;375-385 SCHENECTADY AVENUE, BK",309.0,35.0,3038260,3014190001,12/21/2012,,Residential,40.6647015,-73.9338026,1927.0,1920 to 1939 (Pre-war late),1
,09/27/2012,BK,"388-402 SCHENECTADY AVENUE, BK ;897-919 MONTGOMERY STREET, BK",309.0,35.0,3038244,3014180049,06/11/2025,,Residential,40.6647899,-73.9347721,1928.0,1920 to 1939 (Pre-war late),1
Dismissal,10/04/2012,MN,"20 EAST BROADWAY, MN",103.0,1.0,1003484,1002810008,09/13/2013,05/31/2013,Business,40.7136844,-73.9970385,1910.0,1900 to 1919 (Pre-war mid),1
Rescinded,10/17/2012,BX,"1665 CLAY AVENUE, BX ;1663A CLAY AVENUE, BX ;346 EAST 173 STREET, BX ;1663 CLAY AVENUE, BX ;1661 CLAY AVENUE, BX",204.0,16.0,2007315,2027900018,08/29/2014,12/13/2013,Residential,40.843219,-73.9052172,1911.0,1900 to 1919 (Pre-war mid),1
Dismissal,10/31/2012,BX,"1102 STRATFORD AVENUE, BX",209.0,18.0,2024014,2037440045,07/31/2013,,Residential,40.8267545,-73.8746357,1955.0,1940 to 1959,1
Dismissal,11/07/2012,QN,"61-11 159 STREET, QN ; 159 STREET, QN",408.0,24.0,4146862,4067540066,07/03/2014,05/15/2014,Residential,40.7381578,-73.8091381,1955.0,1940 to 1959,1
Dismissal,12/24/2012,BK,"1201-1211 52 STREET, BK ;5102-5114 NEW UTRECHT AVENUE, BK ;5101-5123 12 AVENUE, BK ;1200-1214 51 STREET, BK",312.0,44.0,3138346,3056550001,01/03/2013,01/17/2013,Utility and Misc,40.6347858,-73.9954603,1977.0,1960 to 1979,1
Dismissal,01/03/2013,BK,"145 BOERUM STREET, BK ;132 GRAHAM AVENUE, BK",301.0,34.0,3338419,3030710001,07/23/2015,08/30/2015,Residential,40.7060288,-73.9426667,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,02/14/2013,BK,"16 STEWART STREET, BK ;20 STEWART STREET, BK ; CONWAY STREET, BK ;18 STEWART STREET, BK ;35 CONWAY STREET, BK",304.0,37.0,3080560,3034740015,06/18/2013,12/06/2015,Storage,40.6800594,-73.9038951,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,02/22/2013,BX,"312 EAST 187 STREET, BX",205.0,15.0,2013456,2031470018,08/18/2015,05/12/2015,Residential,40.8597318,-73.8963547,1901.0,1900 to 1919 (Pre-war mid),1
Rescinded,03/11/2013,BK,"6001 4 AVENUE, BK ;402-412 60 STREET, BK ;6001 FOURTH AVENUE, BK",307.0,38.0,3143414,3057820008,07/12/2013,07/17/2013,Mercantile,40.6405485,-74.0182288,1908.0,1900 to 1919 (Pre-war mid),1
,03/14/2013,BX,"525 TINTON AVENUE, BX",201.0,8.0,2003962,2025810033,05/28/2015,06/01/2015,Residential,40.8120897,-73.9068402,1899.0,Pre 1900,1
Dismissal,03/21/2013,BK,"4603 4 AVENUE, BK",307.0,38.0,3011829,3007560009,05/20/2013,05/20/2013,Residential,40.6483914,-74.0100722,1921.0,1920 to 1939 (Pre-war late),1
Dismissal,03/24/2013,BX,"1951 SOUTH BOULEVARD, BX ;878-880 EAST TREMONT AVENUE, BX ;1951 SOUTHERN BOULEVARD, BX",206.0,17.0,2010159,2029600070,06/04/2015,04/27/2015,Residential,40.8426142,-73.8859761,1912.0,1900 to 1919 (Pre-war mid),1
Dismissal,04/03/2013,MN,"574 AMSTERDAM AVENUE, MN ;200 WEST 88 STREET, MN",107.0,6.0,1033215,1012350036,07/06/2015,07/07/2015,Residential,40.7889179,-73.9745189,2025.0,Post 2000,1
Dismissal,04/08/2013,BX,"1874 BATHGATE AVENUE, BX",206.0,15.0,2009603,2029240006,03/03/2017,03/23/2017,Residential,40.8459706,-73.8972327,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,04/20/2013,BX,"807 ZEREGA AVENUE, BX",209.0,18.0,2023226,2036960142,02/27/2017,07/08/2015,Mercantile,40.824482,-73.8433352,1962.0,1960 to 1979,1
Dismissal,04/22/2013,BX,"1495 BEACH AVENUE, BX",209.0,18.0,2028505,2039160022,07/16/2015,03/12/2015,Residential,40.8377858,-73.8675895,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,04/25/2013,BX,"2857 BRIGGS AVENUE, BX",207.0,15.0,2017103,2033020063,07/28/2014,08/26/2014,Residential,40.8696466,-73.8886343,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,04/26/2013,BK,"31 WYCKOFF AVENUE, BK",304.0,34.0,3072613,3031890004,09/03/2015,,Storage,40.7064999,-73.9222878,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,04/26/2013,BK,"67 MONTROSE AVENUE, BK",301.0,34.0,3071071,3030500032,08/14/2014,,Residential,40.707192,-73.947268,1899.0,Pre 1900,1
Dismissal,05/07/2013,BX,"1340 GARAGE ST LAWRENCE AVENUE, BX",209.0,18.0,2119244,2038760024,10/11/2016,10/19/2016,Residential,40.8341216,-73.8675209,1930.0,1920 to 1939 (Pre-war late),1
Dismissal,05/10/2013,SI,"349 VICTORY BOULEVARD, SI",501.0,49.0,5002744,5001150068,06/17/2015,06/19/2015,Residential,40.6338148,-74.0863069,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,05/20/2013,BX,"1242 ST LAWRENCE AVENUE, BX",209.0,18.0,2024690,2037630026,09/21/2015,08/11/2015,Residential,40.8311126,-73.8668512,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,05/21/2013,BX,"4228 CARPENTER AVENUE, BX",212.0,11.0,2068086,2049950041,06/03/2013,06/06/2013,Residential,40.8952228,-73.8594452,1901.0,1900 to 1919 (Pre-war mid),1
Dismissal,06/05/2013,QN,"31-60 29 STREET, QN",,,4448675,4005791009,01/24/2018,01/27/2018,,,,,Unknown,1
Dismissal,06/27/2013,BK,"839-841 BROADWAY, BK ;2-14 PARK STREET, BK ;2-10 PARK STREET, BK",304.0,34.0,3326069,3031340005,08/28/2015,06/30/2015,Mercantile,40.6991482,-73.9384423,1931.0,1920 to 1939 (Pre-war late),1
Dismissal,07/10/2013,BX,"14-16 WEST 183 STREET, BX",205.0,14.0,2014220,2031960077,08/31/2015,05/28/2015,Mercantile,40.8583775,-73.9046569,1910.0,1900 to 1919 (Pre-war mid),1
Dismissal,07/26/2013,BK,"192 CLYMER STREET, BK",301.0,33.0,3059875,3021737505,04/07/2014,,Residential,40.707154,-73.96224,1920.0,1920 to 1939 (Pre-war late),1
Dismissal,08/02/2013,BK,"192 27 STREET, BK",307.0,38.0,3009734,3006600035,06/15/2018,06/07/2018,Residential,40.6593929,-73.9996432,1912.0,1900 to 1919 (Pre-war mid),1
Dismissal,08/19/2013,BX,"1058 GRANT AVENUE, BX",204.0,16.0,2002537,2024480009,04/22/2015,10/12/2015,Residential,40.830185,-73.9166653,1905.0,1900 to 1919 (Pre-war mid),1
Dismissal,08/21/2013,QN,"191-36 116 AVENUE, QN",412.0,27.0,4238249,4110610018,03/08/2018,02/20/2018,Residential,40.6939566,-73.7596334,1925.0,1920 to 1939 (Pre-war late),1
,08/23/2013,SI,"ROFF STREET, SI ;Bowen street BOWEN STREET, SI ;3 BOWEN STREET, SI",501.0,49.0,5043313,5028770001,01/10/2025,02/09/2025,Residential,40.6157704,-74.0827537,1940.0,1940 to 1959,1
Dismissal,08/26/2013,BX,"285 EAST 161 STREET, BX",204.0,17.0,2001947,2024210056,01/22/2018,02/09/2018,Residential,40.8256679,-73.9176248,1925.0,1920 to 1939 (Pre-war late),1
